id,project_a,project_b
1611,TypeScript-based ESLint parser and plugin for enhanced linting of TS code  using ESTree AST and custom rules.,Fast JS/TS linter  formatter  and codemod tool with HTML  CSS  GraphQL support and a VS Code extension.
1612,TypeScript-based ESLint parser and plugin for enhanced linting of TS code  using ESTree AST and custom rules.,Fast  extensible Node.js web framework with HTTP/2  plugins  hooks  and strong TypeScript support.
1615,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,Mocha: JavaScript test framework with async support  rich matchers  and a flexible reporter API.
1616,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,Gulp.js: Streaming build system using Node.js with ESM support  updated docs  and active maintenance.
1617,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,React 19: JavaScript framework with Forget compiler  Flight server components  Float renderer  and DevTools 6.
1619,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,Node.js LevelDB wrapper with simplified API  streams  encodings  and modern browser support.
1621,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,JavaScript library for arbitrary-precision decimal arithmetic with TypeScript support and continuous improvements.
1633,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,Fast  minimalist Node.js web framework with routing  middleware  and asynchronous support.
1638,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,Node.js stream piping utility with environment variable configuration and broad compatibility.
1642,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,Browserslist: Node.js tool specifying browser support via queries  optimizing builds with polyfills and prefixes.
1645,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,Fast JSON Schema validator with TypeScript support  focused on performance and strictness.
1652,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter  enhanced headers  and strong security.
1654,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,ESLint plugin enforcing import best practices  resolving paths  with TypeScript support and performance optimizations.
1656,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,AbortController polyfill for consistent cross-browser AbortSignal/AbortController API usage (TypeScript).
1657,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,Coinbase Wallet SDK: Connect dApps via WalletLink  injected providers  and smart wallets (iOS/Android).
1658,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,JavaScript error & performance monitoring SDK with OpenTelemetry integration  focusing on DX and reduced bundle size.
1661,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,Pandas: Python data analysis library with PyArrow backend  CoW  and enhanced string dtype.
1663,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,Boa: A high-performance  embeddable JavaScript engine written in Rust  featuring a CLI and modules.
1666,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,Fast JavaScript string manipulation library with sourcemap support and bundling for code transformations.
1668,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,CLI tool in Go for generating optimized addition chains for cryptographic scalar multiplication.
1671,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,FlatBuffers: efficient cross-platform serialization library with code generation  schema evolution  and broad language support.
1672,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,JavaScript color conversion library supporting many models (RGB  HSL  HSV  etc.) with automatic routing.
1690,Pytest: Python testing framework with focus on performance  extensibility  and modern Python features.,Go Minisign library: key generation  signing  verification  and prehashed signature support.
1692,Pytest: Python testing framework with focus on performance  extensibility  and modern Python features.,Fast  minimalist Node.js web framework with routing  middleware  and asynchronous support.
1704,Pytest: Python testing framework with focus on performance  extensibility  and modern Python features.,Node.js Fetch API implementation with streaming  redirects  and modern ESM support.
1707,Pytest: Python testing framework with focus on performance  extensibility  and modern Python features.,Rust command-line parser clap offers dynamic completion  enhanced help  and optimized value parsing.
1710,Pytest: Python testing framework with focus on performance  extensibility  and modern Python features.,Fast JavaScript deep equality check with TypeScript support and optimized performance.
1719,Pytest: Python testing framework with focus on performance  extensibility  and modern Python features.,Object-schema: A config merging/validation library with subschema support and custom error handling.
1726,Pytest: Python testing framework with focus on performance  extensibility  and modern Python features.,CLI tool in Go for generating optimized addition chains for cryptographic scalar multiplication.
1728,Pytest: Python testing framework with focus on performance  extensibility  and modern Python features.,FlatBuffers: efficient cross-platform serialization library with code generation  schema evolution  and broad language support.
1729,Pytest: Python testing framework with focus on performance  extensibility  and modern Python features.,Fast JS/TS linter  formatter  and codemod tool with HTML  CSS  GraphQL support and a VS Code extension.
1730,Pytest: Python testing framework with focus on performance  extensibility  and modern Python features.,Fast  extensible Node.js web framework with HTTP/2  plugins  hooks  and strong TypeScript support.
1732,macOS library providing process information access via automated bindings and a C API.,Gulp.js: Streaming build system using Node.js with ESM support  updated docs  and active maintenance.
1733,macOS library providing process information access via automated bindings and a C API.,React 19: JavaScript framework with Forget compiler  Flight server components  Float renderer  and DevTools 6.
1738,macOS library providing process information access via automated bindings and a C API.,Node.js/browser debugging utility with color output  namespace filtering  and formatters.
1739,macOS library providing process information access via automated bindings and a C API.,ESLint: Pluggable JavaScript linter enhancing DX  performance  and supporting modern JS/TS.
1741,macOS library providing process information access via automated bindings and a C API.,JavaScript library for Long integer support  featuring WebAssembly  ESM  and TypeScript compatibility.
1745,macOS library providing process information access via automated bindings and a C API.,Browserslist: Node.js tool specifying browser support via queries  optimizing builds with polyfills and prefixes.
1748,macOS library providing process information access via automated bindings and a C API.,Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter  enhanced headers  and strong security.
1750,macOS library providing process information access via automated bindings and a C API.,Node.js Snappy compression/decompression library focused on performance  cross-platform compatibility  and maintenance.
1757,JavaScript immutable state management library with TypeScript  focused on performance and featuring patches.,Gulp.js: Streaming build system using Node.js with ESM support  updated docs  and active maintenance.
1765,JavaScript immutable state management library with TypeScript  focused on performance and featuring patches.,macOS library providing process information access via automated bindings and a C API.
1770,JavaScript immutable state management library with TypeScript  focused on performance and featuring patches.,Fast JSON Schema validator with TypeScript support  focused on performance and strictness.
1780,JavaScript immutable state management library with TypeScript  focused on performance and featuring patches.,JavaScript error & performance monitoring SDK with OpenTelemetry integration  focusing on DX and reduced bundle size.
1781,JavaScript immutable state management library with TypeScript  focused on performance and featuring patches.,Object-schema: A config merging/validation library with subschema support and custom error handling.
1787,JavaScript immutable state management library with TypeScript  focused on performance and featuring patches.,Fast  extensible Node.js web framework with HTTP/2  plugins  hooks  and strong TypeScript support.
1789,Go Minisign library: key generation  signing  verification  and prehashed signature support.,Gulp.js: Streaming build system using Node.js with ESM support  updated docs  and active maintenance.
1790,Go Minisign library: key generation  signing  verification  and prehashed signature support.,React 19: JavaScript framework with Forget compiler  Flight server components  Float renderer  and DevTools 6.
1792,Go Minisign library: key generation  signing  verification  and prehashed signature support.,Performant CSS-in-JS library (Emotion) in TypeScript  featuring improved JSX runtime  Stylis v4  and enhanced DX.
1796,Go Minisign library: key generation  signing  verification  and prehashed signature support.,ESLint: Pluggable JavaScript linter enhancing DX  performance  and supporting modern JS/TS.
1799,Go Minisign library: key generation  signing  verification  and prehashed signature support.,Electron builds cross-platform desktop apps using Chromium and Node.js  focusing on security  performance  and modern APIs.
1801,Go Minisign library: key generation  signing  verification  and prehashed signature support.,SVGR transforms SVGs into React components  offering flexible configuration and build tool support.
1802,Go Minisign library: key generation  signing  verification  and prehashed signature support.,Go library providing GNU Readline-like interactive input with history  autocompletion  and Vim mode.
1810,Go Minisign library: key generation  signing  verification  and prehashed signature support.,JavaScript color code management library with ESM support  community contributions  and focused on code quality.
1813,Go Minisign library: key generation  signing  verification  and prehashed signature support.,Coinbase Wallet SDK: Connect dApps via WalletLink  injected providers  and smart wallets (iOS/Android).
1814,Go Minisign library: key generation  signing  verification  and prehashed signature support.,JavaScript error & performance monitoring SDK with OpenTelemetry integration  focusing on DX and reduced bundle size.
1815,Go Minisign library: key generation  signing  verification  and prehashed signature support.,Object-schema: A config merging/validation library with subschema support and custom error handling.
1816,Go Minisign library: key generation  signing  verification  and prehashed signature support.,Boa: A high-performance  embeddable JavaScript engine written in Rust  featuring a CLI and modules.
1821,Go Minisign library: key generation  signing  verification  and prehashed signature support.,Fast JS/TS linter  formatter  and codemod tool with HTML  CSS  GraphQL support and a VS Code extension.
1823,Go Minisign library: key generation  signing  verification  and prehashed signature support.,Fast  lightweight JavaScript library for terminal styling with bright color support and strong TypeScript types.
1831,Fast  minimalist Node.js web framework with routing  middleware  and asynchronous support.,Node.js/browser debugging utility with color output  namespace filtering  and formatters.
1832,Fast  minimalist Node.js web framework with routing  middleware  and asynchronous support.,ESLint: Pluggable JavaScript linter enhancing DX  performance  and supporting modern JS/TS.
1834,Fast  minimalist Node.js web framework with routing  middleware  and asynchronous support.,JavaScript immutable state management library with TypeScript  focused on performance and featuring patches.
1841,Fast  minimalist Node.js web framework with routing  middleware  and asynchronous support.,Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter  enhanced headers  and strong security.
1845,Fast  minimalist Node.js web framework with routing  middleware  and asynchronous support.,Rust command-line parser clap offers dynamic completion  enhanced help  and optimized value parsing.
1848,Fast  minimalist Node.js web framework with routing  middleware  and asynchronous support.,ESLint plugin enforcing import best practices  resolving paths  with TypeScript support and performance optimizations.
1850,Fast  minimalist Node.js web framework with routing  middleware  and asynchronous support.,Modular JavaScript internationalization library (i18n) with CLDR data  Intl polyfills  and React/Vue support.
1851,Fast  minimalist Node.js web framework with routing  middleware  and asynchronous support.,Object-schema: A config merging/validation library with subschema support and custom error handling.
1861,React 19: JavaScript framework with Forget compiler  Flight server components  Float renderer  and DevTools 6.,Electron builds cross-platform desktop apps using Chromium and Node.js  focusing on security  performance  and modern APIs.
1863,React 19: JavaScript framework with Forget compiler  Flight server components  Float renderer  and DevTools 6.,Go library providing GNU Readline-like interactive input with history  autocompletion  and Vim mode.
1865,React 19: JavaScript framework with Forget compiler  Flight server components  Float renderer  and DevTools 6.,Browserslist: Node.js tool specifying browser support via queries  optimizing builds with polyfills and prefixes.
1872,React 19: JavaScript framework with Forget compiler  Flight server components  Float renderer  and DevTools 6.,Boa: A high-performance  embeddable JavaScript engine written in Rust  featuring a CLI and modules.
1875,React 19: JavaScript framework with Forget compiler  Flight server components  Float renderer  and DevTools 6.,Fast  lightweight JavaScript library for terminal styling with bright color support and strong TypeScript types.
1878,cssnano: A PostCSS-based CSS minifier offering optimized presets  performance enhancements  and modular plugins.,Fast JSON Schema validator with TypeScript support  focused on performance and strictness.
1879,cssnano: A PostCSS-based CSS minifier offering optimized presets  performance enhancements  and modular plugins.,Browserslist: Node.js tool specifying browser support via queries  optimizing builds with polyfills and prefixes.
1881,cssnano: A PostCSS-based CSS minifier offering optimized presets  performance enhancements  and modular plugins.,Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter  enhanced headers  and strong security.
1883,cssnano: A PostCSS-based CSS minifier offering optimized presets  performance enhancements  and modular plugins.,Node.js Snappy compression/decompression library focused on performance  cross-platform compatibility  and maintenance.
1884,cssnano: A PostCSS-based CSS minifier offering optimized presets  performance enhancements  and modular plugins.,Coinbase Wallet SDK: Connect dApps via WalletLink  injected providers  and smart wallets (iOS/Android).
1886,cssnano: A PostCSS-based CSS minifier offering optimized presets  performance enhancements  and modular plugins.,Fast JS/TS linter  formatter  and codemod tool with HTML  CSS  GraphQL support and a VS Code extension.
1887,cssnano: A PostCSS-based CSS minifier offering optimized presets  performance enhancements  and modular plugins.,Fast  lightweight JavaScript library for terminal styling with bright color support and strong TypeScript types.
1890,Node.js module loads .env files  supports multi-line values  error handling  and secure .env.vault files.,React 19: JavaScript framework with Forget compiler  Flight server components  Float renderer  and DevTools 6.
1895,Node.js module loads .env files  supports multi-line values  error handling  and secure .env.vault files.,Go template function library slim-sprig offers rich extended functions for string manipulation  crypto  dates  and more.
1899,Node.js module loads .env files  supports multi-line values  error handling  and secure .env.vault files.,Go Minisign library: key generation  signing  verification  and prehashed signature support.
1911,Node.js module loads .env files  supports multi-line values  error handling  and secure .env.vault files.,Fast HTML entity encoder/decoder (TypeScript  ESM) with trie-based optimization and improved tree shaking.
1919,Node.js module loads .env files  supports multi-line values  error handling  and secure .env.vault files.,ESLint plugin enforcing import best practices  resolving paths  with TypeScript support and performance optimizations.
1930,Node.js module loads .env files  supports multi-line values  error handling  and secure .env.vault files.,FlatBuffers: efficient cross-platform serialization library with code generation  schema evolution  and broad language support.
1934,Go WebRTC library enabling P2P communication with simulcast  data channels  and WASM support.,macOS library providing process information access via automated bindings and a C API.
1937,Go WebRTC library enabling P2P communication with simulcast  data channels  and WASM support.,React 19: JavaScript framework with Forget compiler  Flight server components  Float renderer  and DevTools 6.
1942,Go WebRTC library enabling P2P communication with simulcast  data channels  and WASM support.,Go template function library slim-sprig offers rich extended functions for string manipulation  crypto  dates  and more.
1946,Go WebRTC library enabling P2P communication with simulcast  data channels  and WASM support.,Go Minisign library: key generation  signing  verification  and prehashed signature support.
1949,Go WebRTC library enabling P2P communication with simulcast  data channels  and WASM support.,Electron builds cross-platform desktop apps using Chromium and Node.js  focusing on security  performance  and modern APIs.
1951,Go WebRTC library enabling P2P communication with simulcast  data channels  and WASM support.,Gulp.js: Streaming build system using Node.js with ESM support  updated docs  and active maintenance.
1953,Go WebRTC library enabling P2P communication with simulcast  data channels  and WASM support.,JavaScript library for arbitrary-precision decimal arithmetic with TypeScript support and continuous improvements.
1957,Go WebRTC library enabling P2P communication with simulcast  data channels  and WASM support.,Browserslist: Node.js tool specifying browser support via queries  optimizing builds with polyfills and prefixes.
1961,Go WebRTC library enabling P2P communication with simulcast  data channels  and WASM support.,Node.js library for styling terminal output with ANSI escape codes  supporting multiline strings and Typescript.
1963,Go WebRTC library enabling P2P communication with simulcast  data channels  and WASM support.,Fast HTML entity encoder/decoder (TypeScript  ESM) with trie-based optimization and improved tree shaking.
1964,Go WebRTC library enabling P2P communication with simulcast  data channels  and WASM support.,A querystring parsing and stringifying library with some added security. Lead Maintainer: Jordan Harband. The qs module was originally created and maintained by TJ Holowaychuk.
1965,Go WebRTC library enabling P2P communication with simulcast  data channels  and WASM support.,Fast JavaScript deep equality check with TypeScript support and optimized performance.
1966,Go WebRTC library enabling P2P communication with simulcast  data channels  and WASM support.,Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter  enhanced headers  and strong security.
1967,Go WebRTC library enabling P2P communication with simulcast  data channels  and WASM support.,NumPy: Scientific computing library for Python with multi-dimensional arrays  linear algebra  and optimized numerical operations.
1968,Go WebRTC library enabling P2P communication with simulcast  data channels  and WASM support.,JavaScript color code management library with ESM support  community contributions  and focused on code quality.
1973,Go WebRTC library enabling P2P communication with simulcast  data channels  and WASM support.,JavaScript error & performance monitoring SDK with OpenTelemetry integration  focusing on DX and reduced bundle size.
1979,Go WebRTC library enabling P2P communication with simulcast  data channels  and WASM support.,JavaScript YAML parser and dumper with security and performance enhancements.
1980,Go WebRTC library enabling P2P communication with simulcast  data channels  and WASM support.,Modular JavaScript internationalization library (i18n) with CLDR data  Intl polyfills  and React/Vue support.
1984,PostCSS: A JavaScript-based CSS transformer with plugin support  evolving since 2013 with focus on performance and AST.,macOS library providing process information access via automated bindings and a C API.
1989,PostCSS: A JavaScript-based CSS transformer with plugin support  evolving since 2013 with focus on performance and AST.,Performant CSS-in-JS library (Emotion) in TypeScript  featuring improved JSX runtime  Stylis v4  and enhanced DX.
1993,PostCSS: A JavaScript-based CSS transformer with plugin support  evolving since 2013 with focus on performance and AST.,cssnano: A PostCSS-based CSS minifier offering optimized presets  performance enhancements  and modular plugins.
1994,PostCSS: A JavaScript-based CSS transformer with plugin support  evolving since 2013 with focus on performance and AST.,Go template function library slim-sprig offers rich extended functions for string manipulation  crypto  dates  and more.
1996,PostCSS: A JavaScript-based CSS transformer with plugin support  evolving since 2013 with focus on performance and AST.,Fast JSON Schema validator with TypeScript support  focused on performance and strictness.
2000,PostCSS: A JavaScript-based CSS transformer with plugin support  evolving since 2013 with focus on performance and AST.,Node.js/browser debugging utility with color output  namespace filtering  and formatters.
2003,PostCSS: A JavaScript-based CSS transformer with plugin support  evolving since 2013 with focus on performance and AST.,Gulp.js: Streaming build system using Node.js with ESM support  updated docs  and active maintenance.
2010,PostCSS: A JavaScript-based CSS transformer with plugin support  evolving since 2013 with focus on performance and AST.,JavaScript positioning library offering performant  accessible UI element placement with React/Vue integrations.
2011,PostCSS: A JavaScript-based CSS transformer with plugin support  evolving since 2013 with focus on performance and AST.,Node.js Fetch API implementation with streaming  redirects  and modern ESM support.
2013,PostCSS: A JavaScript-based CSS transformer with plugin support  evolving since 2013 with focus on performance and AST.,Node.js library for styling terminal output with ANSI escape codes  supporting multiline strings and Typescript.
2020,PostCSS: A JavaScript-based CSS transformer with plugin support  evolving since 2013 with focus on performance and AST.,JavaScript color code management library with ESM support  community contributions  and focused on code quality.
2025,PostCSS: A JavaScript-based CSS transformer with plugin support  evolving since 2013 with focus on performance and AST.,JavaScript error & performance monitoring SDK with OpenTelemetry integration  focusing on DX and reduced bundle size.
2026,PostCSS: A JavaScript-based CSS transformer with plugin support  evolving since 2013 with focus on performance and AST.,Object-schema: A config merging/validation library with subschema support and custom error handling.
2031,PostCSS: A JavaScript-based CSS transformer with plugin support  evolving since 2013 with focus on performance and AST.,JavaScript YAML parser and dumper with security and performance enhancements.
2034,PostCSS: A JavaScript-based CSS transformer with plugin support  evolving since 2013 with focus on performance and AST.,Node.js library providing Git's .gitignore functionality with TypeScript support and robust pattern matching.
2035,PostCSS: A JavaScript-based CSS transformer with plugin support  evolving since 2013 with focus on performance and AST.,FlatBuffers: efficient cross-platform serialization library with code generation  schema evolution  and broad language support.
2038,PostCSS: A JavaScript-based CSS transformer with plugin support  evolving since 2013 with focus on performance and AST.,Fast  lightweight JavaScript library for terminal styling with bright color support and strong TypeScript types.
2043,JavaScript source map library with Rust/WebAssembly for performance  featuring original/generated mappings and spec tests.,cssnano: A PostCSS-based CSS minifier offering optimized presets  performance enhancements  and modular plugins.
2044,JavaScript source map library with Rust/WebAssembly for performance  featuring original/generated mappings and spec tests.,Node.js stream piping utility with environment variable configuration and broad compatibility.
2051,JavaScript source map library with Rust/WebAssembly for performance  featuring original/generated mappings and spec tests.,Node.js/browser debugging utility with color output  namespace filtering  and formatters.
2067,JavaScript positioning library offering performant  accessible UI element placement with React/Vue integrations.,Node.js/browser debugging utility with color output  namespace filtering  and formatters.
2068,JavaScript positioning library offering performant  accessible UI element placement with React/Vue integrations.,JavaScript library for Long integer support  featuring WebAssembly  ESM  and TypeScript compatibility.
2072,JavaScript positioning library offering performant  accessible UI element placement with React/Vue integrations.,ESLint: Pluggable JavaScript linter enhancing DX  performance  and supporting modern JS/TS.
2074,JavaScript positioning library offering performant  accessible UI element placement with React/Vue integrations.,Rust command-line parser clap offers dynamic completion  enhanced help  and optimized value parsing.
2079,JavaScript positioning library offering performant  accessible UI element placement with React/Vue integrations.,Node.js Snappy compression/decompression library focused on performance  cross-platform compatibility  and maintenance.
2081,JavaScript positioning library offering performant  accessible UI element placement with React/Vue integrations.,Boa: A high-performance  embeddable JavaScript engine written in Rust  featuring a CLI and modules.
2084,JavaScript positioning library offering performant  accessible UI element placement with React/Vue integrations.,Fast  extensible Node.js web framework with HTTP/2  plugins  hooks  and strong TypeScript support.
2085,JavaScript positioning library offering performant  accessible UI element placement with React/Vue integrations.,Fast  lightweight JavaScript library for terminal styling with bright color support and strong TypeScript types.
2091,Browserslist: Node.js tool specifying browser support via queries  optimizing builds with polyfills and prefixes.,Fast JS/TS linter  formatter  and codemod tool with HTML  CSS  GraphQL support and a VS Code extension.
2096,Node.js Fetch API implementation with streaming  redirects  and modern ESM support.,Node.js LevelDB wrapper with simplified API  streams  encodings  and modern browser support.
2099,Node.js Fetch API implementation with streaming  redirects  and modern ESM support.,Browserslist: Node.js tool specifying browser support via queries  optimizing builds with polyfills and prefixes.
2111,Node.js Fetch API implementation with streaming  redirects  and modern ESM support.,Go library providing GNU Readline-like interactive input with history  autocompletion  and Vim mode.
2112,Node.js Fetch API implementation with streaming  redirects  and modern ESM support.,Rust command-line parser clap offers dynamic completion  enhanced help  and optimized value parsing.
2116,Node.js Fetch API implementation with streaming  redirects  and modern ESM support.,A querystring parsing and stringifying library with some added security. Lead Maintainer: Jordan Harband. The qs module was originally created and maintained by TJ Holowaychuk.
2122,Node.js Fetch API implementation with streaming  redirects  and modern ESM support.,JavaScript color code management library with ESM support  community contributions  and focused on code quality.
2124,Node.js Fetch API implementation with streaming  redirects  and modern ESM support.,Node.js Snappy compression/decompression library focused on performance  cross-platform compatibility  and maintenance.
2128,Node.js Fetch API implementation with streaming  redirects  and modern ESM support.,JavaScript error & performance monitoring SDK with OpenTelemetry integration  focusing on DX and reduced bundle size.
2132,Node.js Fetch API implementation with streaming  redirects  and modern ESM support.,JavaScript Ethereum library (ethers.js v6) with enhanced providers  contracts  wallets  and EIP-4844 support.
2150,Go library detects terminal connections across diverse OS (Windows  macOS  Linux  BSD  etc.).,Babel is a JavaScript compiler transforming ES6+ to ES5  enabling modern JS features in older browsers.
2154,Go library detects terminal connections across diverse OS (Windows  macOS  Linux  BSD  etc.).,JavaScript immutable state management library with TypeScript  focused on performance and featuring patches.
2160,Go library detects terminal connections across diverse OS (Windows  macOS  Linux  BSD  etc.).,JavaScript library for Long integer support  featuring WebAssembly  ESM  and TypeScript compatibility.
2163,Go library detects terminal connections across diverse OS (Windows  macOS  Linux  BSD  etc.).,macOS library providing process information access via automated bindings and a C API.
2167,Go library detects terminal connections across diverse OS (Windows  macOS  Linux  BSD  etc.).,parse5: Fast HTML parser/serializer in TypeScript with robust testing and comprehensive documentation.
2168,Go library detects terminal connections across diverse OS (Windows  macOS  Linux  BSD  etc.).,Boa: A high-performance  embeddable JavaScript engine written in Rust  featuring a CLI and modules.
2173,Go library detects terminal connections across diverse OS (Windows  macOS  Linux  BSD  etc.).,Node.js library providing Git's .gitignore functionality with TypeScript support and robust pattern matching.
2175,Go library detects terminal connections across diverse OS (Windows  macOS  Linux  BSD  etc.).,FlatBuffers: efficient cross-platform serialization library with code generation  schema evolution  and broad language support.
2176,Go library detects terminal connections across diverse OS (Windows  macOS  Linux  BSD  etc.).,Fast JS/TS linter  formatter  and codemod tool with HTML  CSS  GraphQL support and a VS Code extension.
2177,Go library detects terminal connections across diverse OS (Windows  macOS  Linux  BSD  etc.).,Fast  extensible Node.js web framework with HTTP/2  plugins  hooks  and strong TypeScript support.
2178,Go library detects terminal connections across diverse OS (Windows  macOS  Linux  BSD  etc.).,Fast  lightweight JavaScript library for terminal styling with bright color support and strong TypeScript types.
2187,Rust command-line parser clap offers dynamic completion  enhanced help  and optimized value parsing.,Fast  lightweight JavaScript library for terminal styling with bright color support and strong TypeScript types.
2203,Fast  reliable JavaScript package manager with offline caching  workspaces  and Plug'n'Play.,Fast JSON Schema validator with TypeScript support  focused on performance and strictness.
2211,Fast  reliable JavaScript package manager with offline caching  workspaces  and Plug'n'Play.,Go Minisign library: key generation  signing  verification  and prehashed signature support.
2212,Fast  reliable JavaScript package manager with offline caching  workspaces  and Plug'n'Play.,Prettier is a JavaScript code formatter supporting multiple languages  focusing on consistent style  performance  and extensibility.
2214,Fast  reliable JavaScript package manager with offline caching  workspaces  and Plug'n'Play.,cssnano: A PostCSS-based CSS minifier offering optimized presets  performance enhancements  and modular plugins.
2217,Fast  reliable JavaScript package manager with offline caching  workspaces  and Plug'n'Play.,Performant CSS-in-JS library (Emotion) in TypeScript  featuring improved JSX runtime  Stylis v4  and enhanced DX.
2219,Fast  reliable JavaScript package manager with offline caching  workspaces  and Plug'n'Play.,Mocha: JavaScript test framework with async support  rich matchers  and a flexible reporter API.
2222,Fast  reliable JavaScript package manager with offline caching  workspaces  and Plug'n'Play.,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.
2223,Fast  reliable JavaScript package manager with offline caching  workspaces  and Plug'n'Play.,Tokio: A fast  scalable  and reliable async Rust runtime for networking  filesystems  and concurrency.
2229,Fast  reliable JavaScript package manager with offline caching  workspaces  and Plug'n'Play.,Node.js based WebdriverIO automates tests  using WebDriver Bidi  enhanced dev tools  and component testing.
2235,Fast  reliable JavaScript package manager with offline caching  workspaces  and Plug'n'Play.,JavaScript color code management library with ESM support  community contributions  and focused on code quality.
2245,Fast  reliable JavaScript package manager with offline caching  workspaces  and Plug'n'Play.,JavaScript error & performance monitoring SDK with OpenTelemetry integration  focusing on DX and reduced bundle size.
2247,Fast  reliable JavaScript package manager with offline caching  workspaces  and Plug'n'Play.,JavaScript markdown table alignment tool  using ESM modules  focused on simplicity and modern standards.
2248,Fast  reliable JavaScript package manager with offline caching  workspaces  and Plug'n'Play.,JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.
2253,Fast  reliable JavaScript package manager with offline caching  workspaces  and Plug'n'Play.,JavaScript Ethereum library (ethers.js v6) with enhanced providers  contracts  wallets  and EIP-4844 support.
2257,Fast  reliable JavaScript package manager with offline caching  workspaces  and Plug'n'Play.,CLI tool in Go for generating optimized addition chains for cryptographic scalar multiplication.
2258,Fast  reliable JavaScript package manager with offline caching  workspaces  and Plug'n'Play.,Node.js library providing Git's .gitignore functionality with TypeScript support and robust pattern matching.
2259,Fast  reliable JavaScript package manager with offline caching  workspaces  and Plug'n'Play.,RxJS: Reactive programming library with improved performance  new features  and TypeScript support.
2267,Fast  reliable JavaScript package manager with offline caching  workspaces  and Plug'n'Play.,Fast  lightweight JavaScript library for terminal styling with bright color support and strong TypeScript types.
2269,Fast HTML entity encoder/decoder (TypeScript  ESM) with trie-based optimization and improved tree shaking.,Electron builds cross-platform desktop apps using Chromium and Node.js  focusing on security  performance  and modern APIs.
2273,Fast HTML entity encoder/decoder (TypeScript  ESM) with trie-based optimization and improved tree shaking.,Browserslist: Node.js tool specifying browser support via queries  optimizing builds with polyfills and prefixes.
2274,Fast HTML entity encoder/decoder (TypeScript  ESM) with trie-based optimization and improved tree shaking.,Rust command-line parser clap offers dynamic completion  enhanced help  and optimized value parsing.
2277,Fast HTML entity encoder/decoder (TypeScript  ESM) with trie-based optimization and improved tree shaking.,Fast JavaScript deep equality check with TypeScript support and optimized performance.
2280,A querystring parsing and stringifying library with some added security. Lead Maintainer: Jordan Harband. The qs module was originally created and maintained by TJ Holowaychuk.,Babel is a JavaScript compiler transforming ES6+ to ES5  enabling modern JS features in older browsers.
2282,A querystring parsing and stringifying library with some added security. Lead Maintainer: Jordan Harband. The qs module was originally created and maintained by TJ Holowaychuk.,Gulp.js: Streaming build system using Node.js with ESM support  updated docs  and active maintenance.
2284,A querystring parsing and stringifying library with some added security. Lead Maintainer: Jordan Harband. The qs module was originally created and maintained by TJ Holowaychuk.,React 19: JavaScript framework with Forget compiler  Flight server components  Float renderer  and DevTools 6.
2288,A querystring parsing and stringifying library with some added security. Lead Maintainer: Jordan Harband. The qs module was originally created and maintained by TJ Holowaychuk.,Rust command-line parser clap offers dynamic completion  enhanced help  and optimized value parsing.
2291,A querystring parsing and stringifying library with some added security. Lead Maintainer: Jordan Harband. The qs module was originally created and maintained by TJ Holowaychuk.,Performant CSS-in-JS library (Emotion) in TypeScript  featuring improved JSX runtime  Stylis v4  and enhanced DX.
2294,A querystring parsing and stringifying library with some added security. Lead Maintainer: Jordan Harband. The qs module was originally created and maintained by TJ Holowaychuk.,Node.js LevelDB wrapper with simplified API  streams  encodings  and modern browser support.
